Collection,Title,IA Creator,IA Publisher,Date,URL,IA ID,IA Subject,Zones,Illustration Level,Illustration Note,General Note,Gov Doc,Fiction / Poetry / Lit Crit,Diary / Memoir
x,The Overland Monthly (Incl. the Californian and Out West Magazine),,"San Francisco, Ca. : California Pub. Co.",1909-1939,"https://archive.org/details/prelinger_library?tab=collection&query=""Overland+monthly""",,,"0.0,0.1,0.2,13.10",Bountiful,"Photos, illustrations, ads",,,x,
,The pathos of distance; a book of a thousand and one moments,"Huneker, James, 1857-1921","New York, C.Scribner's sons",1913,http://www.archive.org/details/pathosofdistance00hunerich/mode/thumb?view=theater,pathosofdistance00hunerich,,8.5,,,Belle Letres. Collection of biographical sketches.,,,
,"The people look at radio : report on a survey conducted by the National Opinion Research Center, University of Denver",Columbia University. Bureau of Applied Social Research,"Chapel Hill, N.C.",c1946,http://www.archive.org/details/peoplelookatradi00colurich/mode/thumb?view=theater,peoplelookatradi00colurich,Radio broadcasting -- United States,7.3,,,,,,
,The physical geography of Wisconsin,"Martin, Lawrence, 1880-1955","Madison, Wis. : The State",1916,http://www.archive.org/details/physicalgeograph00martrich/mode/thumb?view=theater,physicalgeograph00martrich,Physical geography -- Wisconsin,0.3,,,,,,
,The pioneer fringe,"Bowman, Isaiah, 1878-1950",New York : American Geographical Society,1931,http://www.archive.org/details/pioneerfringe00bowmrich/mode/thumb?view=theater,pioneerfringe00bowmrich,"Frontier and pioneer life, Pioneers",2.7,,,,,,
,"The Plains and the Rockies; a bibliography of original narratives of travel and adventure, 1800-1865","Wagner, Henry Raup, 1862-1957","Columbus, Ohio, Long's College Book Co.",1953,http://www.archive.org/details/plain00srockiesbibwagnrich/mode/thumb?view=theater,plain00srockiesbibwagnrich,Frontier and pioneer life,0.3,,,,,,
x,The Playground,Playground Association of America,New York : Executive Committee of the Playground Association of America,1907-1929,"https://archive.org/details/prelinger_library?tab=collection&query=""The+Playground""",,"Playgrounds, Play, Recreation","10.0,10.1,4.3,12.3",Medium,"Photos, illustrations, ads",,,,
,The poems of Celia Thaxter,"Thaxter, Celia, 1835-1894","Boston : Houghton, Mifflin",c1914,http://www.archive.org/details/poemsofceliathax00thaxrich/mode/thumb?view=theater,poemsofceliathax00thaxrich,,8.5,,,Poetry,,x,
,The poems of Edmund Clarence Stedman,"Stedman, Edmund Clarence, 1833-1908","Boston, New York : Houghton Mifflin Company",1908,http://www.archive.org/details/poemsofedmundcla00stedrich/mode/thumb?view=theater,poemsofedmundcla00stedrich,,8.5,,,Poetry,,x,
,The poetical works of James Russell Lowell,"Lowell, James Russell, 1819-1891","Boston, J. R. Osgood and company",1876,http://www.archive.org/details/poeticalworksofj00lowerich/mode/thumb?view=theater,poeticalworksofj00lowerich,,8.5,,,Poetry,,x,
,The poison pen of Jersey,"O'Sullivan, Frank Dalton, 1878-","Chicago, Ill., The O'Sullivan publishing house",c1936,http://www.archive.org/details/poisonpenofjerse00osulrich/mode/thumb?view=theater,poisonpenofjerse00osulrich,"Consumers' Research, Inc",11.4,,,,,,
,The Police blue book,International Association of Chiefs of Police,"[Chicago, Ill.] : International Association of Chiefs of Police",1940,http://www.archive.org/details/policebluebook00interich/mode/thumb?view=theater,policebluebook00interich,"Police, Law enforcement",10.2,,,,,,
,The Police captains' and lieutenants' catechism,"Blake, George W","New York, Democracy and Civil Service News",1908,http://www.archive.org/details/policecaptainsli00blakrich/mode/thumb?view=theater,policecaptainsli00blakrich,"Police, Civil service",10.2,,,,,,
x,The Popular Science Monthly,,New York : D. Appleton,c1872-1895,"https://archive.org/details/prelinger_library?tab=collection&query=""The+Popular+Science+Monthly""",,"Science, Technology","12.4,2.5,2.3,2.6,2.0,4.1",,,,,,
,"The population of California, a report of a research study","Commonwealth club of California, San Francisco. [from old catalog]","San Francisco, Parker printing company",1946,http://www.archive.org/details/populationofcali00commrich/mode/thumb?view=theater,populationofcali00commrich,,0.1,,,,,,
,The practical housewife : a complete encyclopaedia of domestic economy and family medical guide,"Philp, Robert Kemp, 1819-1882",London: : Houlston & Wright. ; Philadelphia: : J.B. Lippincott & Co,1860,http://www.archive.org/details/practicalhousewife00housrich/mode/thumb?view=theater,practicalhousewife00housrich,"Home economics, Medicine, Popular, Recipes","5.0,9.2",,,,,,
,The prefabrication of houses,Albert Farwell Bemis Foundation,"[Cambridge] Published jointly by the Technology Press of the Massachusetts Institute of Technology and Wiley, New York",1951,http://www.archive.org/details/prefabricationof00alberich/mode/thumb?view=theater,prefabricationof00alberich,"Buildings, Prefabricated",5.3,,,,,,
,The principles of psychology,"Spencer, Herbert, 1820-1903","New York, D. Appleton and company",1883,http://www.archive.org/details/theprinciplesofp01spenrich/mode/thumb?view=theater,theprinciplesofp01spenrich,Psychology,12.1,,,,,,
,The principles of scientific management,"Taylor, Frederick Winslow, 1856-1915","New York, London, Harper & Brothers",1911,http://www.archive.org/details/principlesofscie00taylrich/mode/thumb?view=theater,principlesofscie00taylrich,Industrial efficiency,"12.2,12.1",,,,,,
,The principles underlying radio communication,United States. National Bureau of Standards,"Washington, Govt. Print. Off.",1922,http://www.archive.org/details/principlesunderl00unitrich/mode/thumb?view=theater,principlesunderl00unitrich,"Telegraph, Wireless, Radio",7.3,,,,,,
,"The problem of internal security in Great Britain, 1948-1953","Wilson, H. Hubert","Garden City, N.Y. : Doubleday",1954,http://www.archive.org/details/problemofinterna00wilsrich/mode/thumb?view=theater,problemofinterna00wilsrich,Internal security,0.6,,,,,,
,The problems of a changing population,United States. National Resources Committee. Committee on Population Problems,"Washington, D.C. : U.S. G.P.O.",1938,http://www.archive.org/details/problemsofchangpoprich/mode/thumb?view=theater,problemsofchangpoprich,Population forecasting,"4.2,10.4",,,,x,,
,"The protection of cultural resources against the hazards of war, a preliminary handbook",U. S. Committee on conservation of cultural resources,Washington : U. S. Govt. print. off.,1942,http://www.archive.org/details/protectionofcult00uscorich/mode/thumb?view=theater,protectionofcult00uscorich,"Air defenses, Air defenses -- United States","11.0,14.0",,,,,,
,The psychology of driving : factors of traffic enforcement,"Lauer, A. R. (Alvhh Ray), 1896-","Springfield, Ill. : C.C. Thomas",c1960,http://www.archive.org/details/psychologyofdriv00lauerich/mode/thumb?view=theater,psychologyofdriv00lauerich,"Automobile drivers -- Psychology, Traffic safety","3.0,10.2",,,,,,
,The pursuit of happiness; a textbook in civics,"Manley, Edward, 1867-","Chicago, B.H. Sanborn and co.",1930,http://www.archive.org/details/pursuitofhappine00manlrich/mode/thumb?view=theater,pursuitofhappine00manlrich,"Citizenship, United States -- Politics and government Handbooks, manuals, etc","10.1,10.2",,,,,,
,The Radford American homes; 100 house plans,The Radford Architectural Company,"Riverside, Ill., Radford Architectural Co",1903,http://www.archive.org/details/radfordamericanh00radfrich/mode/thumb?view=theater,radfordamericanh00radfrich,"Architecture, Domestic -- Designs and plans","5.2,5.3",,,,,,
,The radio industry; the story of its development,Harvard university. Graduate school of business administration. [from old catalog],"Chicago & New York, A. W. Shaw company; London, A. W. Shaw and company, limited",1928,http://www.archive.org/details/radioindustrysto00harvrich/mode/thumb?view=theater,radioindustrysto00harvrich,"Radio, Radio broadcasting",7.3,,,,,,
,The Rand-McNally primary school geography ..,,"Chicago and New York, Rand, McNally & company",1894,http://www.archive.org/details/randmcnallyprima00chicrich/mode/thumb?view=theater,randmcnallyprima00chicrich,Geography,"10.1,1.0",,,,,,
,The rape of radio,"West, Robert, 1884-","New York, Rodin Pub. Co",c1941,http://www.archive.org/details/rapeofradio00westrich/mode/thumb?view=theater,rapeofradio00westrich,"Radio broadcasting, Radio -- United States",7.3,,,,,,
,The rat and its relation to the public health,United States. Public Health and Marine Hospital Service,Washington : U.S. G.P.O.,1910,http://www.archive.org/details/ratitsrelationto00unitrich/mode/thumb?view=theater,ratitsrelationto00unitrich,"Rats, Rats as carriers of disease -- United States","12.3,1.2,4.2",,,,,,
x,The Red and White,"Lowell High School (San Francisco, Calif.)","San Francisco, Calif. : Lowell High School Students Association",1938-1940,"https://archive.org/details/prelinger_library?tab=collection&query=""The+Red+and+White""",,"Lowell High School (San Francisco, Calif.), School yearbooks","0.0,10.0,10.1",Bountiful,,,,,
,"The red network; a ""who's who"" and handbook of radicalism for patriots","Dilling, Elizabeth Kirkpatrick, 1894-1966","Kenilworth, Ill., Chicago, The author",c1934,http://www.archive.org/details/rednetworkwhoswh00dillrich/mode/thumb?view=theater,rednetworkwhoswh00dillrich,"Communism -- United States 1917- [from old catalog], Socialism -- United States, Socialists -- United States","11.4,11.3",,,,,,
,The redemption of David Corson,"Goss, Charles Frederic, 1852-1930",Indianapolis : Bowen-Merrill,c1900,http://www.archive.org/details/ofdaviredemption00gossrich/mode/thumb?view=theater,ofdaviredemption00gossrich,,"8.5,12.0",,,Fiction. Concerns a Quaker who travels into the secular world.,,x,
,The reign of William Rufus and the accession of Henry the First [electronic resource],"Freeman, Edward Augustus, 1823-1892",Oxford : Clarendon Press,1882,http://www.archive.org/details/reignofwilliamru01freerich/mode/thumb?view=theater,reignofwilliamru01freerich,"William II, King of England, 1056?-1100, Great Britain -- History Norman period, 1066-1154, Great Britain -- History William II, Rufus, 1087-1100, genealogy",0.6,,,British nobles.,,,
,The research revolution,"Silk, Leonard Solomon, 1918-","New York, McGraw-Hill",1960,http://www.archive.org/details/researchrevoluti00silkrich/mode/thumb?view=theater,researchrevoluti00silkrich,"Research, Industrial -- United States, United States -- Economic conditions 1945-",12.4,,,,,,
,The right to work,"Anderson, Nels, 1889-","New York : Modern Age Books, Inc.",c1938,http://www.archive.org/details/righttowork00anderich/mode/thumb?view=theater,righttowork00anderich,"Unemployed -- United States, Public works -- United States, Public service employment -- United States",11.4,,,,,,
,The Rio Grande flood; a comparative study of border communities in disaster,"Clifford, Roy A. [from old catalog]","Washington, National Academy of Sciences--National Research Council",1956,http://www.archive.org/details/riograndefloodco00clifrich/mode/thumb?view=theater,riograndefloodco00clifrich,Floods -- Rio Grande,0.5,,,,,,
,The river,"Lorentz, Pare","New York, Stackpole sons",c1938,http://www.archive.org/details/riverparelorentz00lorerich/mode/thumb?view=theater,riverparelorentz00lorerich,"Mississippi River, Mississippi River Valley",0.3,,,,,,
,The road ahead; a primer of capitalism and socialism,"Laidler, Harry Wellington, 1884-","New York, Thomas Y. Crowell company",c1932,http://www.archive.org/details/roadaheadprimero00laidrich/mode/thumb?view=theater,roadaheadprimero00laidrich,"Socialism, Capitalism",11.4,,,,,,
,The road and the roadside,"Potter, Burton Willis, 1843-1927","Boston, Little, Brown",1886,http://www.archive.org/details/roadandroadside00pottrich/mode/thumb?view=theater,roadandroadside00pottrich,"Roads, Highway law",3.0,,,,,,
,The road to health,"Jones, Edwina. [from old catalog]",[Chicago] Laidlaw Bros,1949,http://www.archive.org/details/roadtohealth00jonerich/mode/thumb?view=theater,roadtohealth00jonerich,"Hygiene, Physiology",12.3,,,,,,
,"The road to Oregon, a chronicle of the great emigrant trail","Ghent, William J. (William James), 1866-1942","London, New York, Longmans, Green and Co.",1929,http://www.archive.org/details/roadtooregonchro00ghenrich/mode/thumb?view=theater,roadtooregonchro00ghenrich,Overland journeys to the Pacific,0.1,,,,,,
,The road to safety : in town and country,"Buckley, Horace Mann, 1883-","New York, Cincinnati [etc.] American book company",c1938,http://www.archive.org/details/roadtosafety00buckrich/mode/thumb?view=theater,roadtosafety00buckrich,"Accidents -- Prevention Juvenile literature., Readers and speakers -- 1870-","3.0,10.1",Medium,"Watercolor illustrations, kids book",,,,
,The roaring land,"Binns, Archie, 1899-1971","New York, R.M. McBride and Company",1942,http://www.archive.org/details/roaringland00binnrich/mode/thumb?view=theater,roaringland00binnrich,"Washington (State) -- History, Washington (State) -- Description and travel",0.2,,,,,,
,"The roots of vocational education; a survey of the origins of trade and industrial education found in industry, education, legislation and social progress","Sears, William Paul, 1902-","New York, J. Wiley & sons, inc.; London, Chapman & Hall, limited",1931,http://www.archive.org/details/rootsofvocationa00searrich/mode/thumb?view=theater,rootsofvocationa00searrich,"Technical education -- History, Vocational education -- History, Education -- History, Economic history","10.0,11.4",,,General electronics,,,
,"The rural home : proceedings of the sixth National Country Life Conference, St. Louis, Mo., 1923",American Country Life Conference (6th : 1923 : St. Louis),New York : Published by the University of Chicago Press for the American Country Life Association,1924,http://www.archive.org/details/ruralhomeproceed00amerrich/mode/thumb?view=theater,ruralhomeproceed00amerrich,"Country life -- Congresses, Rural families -- Congresses, Rural women -- Congresses, Sociology, Rural -- Congresses","2.2,2.7",,,,,,
,The rural life problem of the United States; notes of an Irish observer,"Plunkett, Horace Curzon, Sir, 1854-1932","New York, The Macmillan company",1910,http://www.archive.org/details/rurallifeproblem00plunrich/mode/thumb?view=theater,rurallifeproblem00plunrich,"Farm life, Natural resources","2.2,2.7",,,,,,
